dateRatio,wordlen_mean,rangeRatio,floatRatio,zero_flag,intRatio,alphaNumRatio,alphaRatio,frac_unique_sample,flag_numcells,master_id,id,dataset_name,table_name,column_name,table_name_clean,column_name_clean,start_time,end_time,execution_time
0.0,2.0,0.0,0.0,0,0.0,1.0,0.0,0.64,1.0,web_data_common$$##$$10630177_0_4831842476649004753$$##$$h?he,11,web_data_common,10630177_0_4831842476649004753,H?he,10630177 0 4831842476649004753,H he,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.1989795918367347,1.0,web_data_common$$##$$10630177_0_4831842476649004753$$##$$jahr,12,web_data_common,10630177_0_4831842476649004753,Jahr,10630177 0 4831842476649004753,J a hr,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.18446601941747573,1.0,web_data_common$$##$$11278409_0_3742771475298785475$$##$$rank,13,web_data_common,11278409_0_3742771475298785475,Rank,11278409 0 3742771475298785475,Rank,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.5388349514563107,0.0,0.0,0,0.0,0.014563106796116505,0.9854368932038835,0.9271844660194175,0.014563106796116505,web_data_common$$##$$11278409_0_3742771475298785475$$##$$company,14,web_data_common,11278409_0_3742771475298785475,Company,11278409 0 3742771475298785475,Company,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.0436893203883497,0.0,0.0,0,0.0,0.0,1.0,0.0970873786407767,0.0,web_data_common$$##$$11278409_0_3742771475298785475$$##$$industry,15,web_data_common,11278409_0_3742771475298785475,Industry,11278409 0 3742771475298785475,Industry,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.18446601941747573,1.0,web_data_common$$##$$11278409_0_3742771475298785475$$##$$temkin experience rating (ter),16,web_data_common,11278409_0_3742771475298785475,Temkin Experience Rating (TER),11278409 0 3742771475298785475,Te mk in Experience Rating T Er ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,1.0,0,0.0,0.5097087378640777,0.0,0.6310679611650486,1.0,web_data_common$$##$$11278409_0_3742771475298785475$$##$$company ter vs industry ter,17,web_data_common,11278409_0_3742771475298785475,Company TER vs Industry TER,11278409 0 3742771475298785475,Company T Er vs Industry T Er,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.004651162790697674,1.916279069767442,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$1146722_1_7558140036342906956$$##$$peak,18,web_data_common,1146722_1_7558140036342906956,PEAK,1146722 1 7558140036342906956,Peak,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.9720930232558139,1.0,web_data_common$$##$$1146722_1_7558140036342906956$$##$$ranking,19,web_data_common,1146722_1_7558140036342906956,RANKING,1146722 1 7558140036342906956,Ranking,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.018604651162790697,0.0,web_data_common$$##$$1146722_1_7558140036342906956$$##$$map,20,web_data_common,1146722_1_7558140036342906956,MAP,1146722 1 7558140036342906956,Map,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.03255813953488372,0.0,web_data_common$$##$$1146722_1_7558140036342906956$$##$$guide,21,web_data_common,1146722_1_7558140036342906956,GUIDE,1146722 1 7558140036342906956,Guide,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.986046511627907,0.0,0.0,0,0.0,1.0,0.0,0.9953488372093023,1.0,web_data_common$$##$$1146722_1_7558140036342906956$$##$$grid ref,22,web_data_common,1146722_1_7558140036342906956,GRID REF,1146722 1 7558140036342906956,Grid Ref,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,1.0,0.9953488372093023,0.0,0.9209302325581395,1.0,web_data_common$$##$$1146722_1_7558140036342906956$$##$$alt (ft),23,web_data_common,1146722_1_7558140036342906956,ALT (ft),1146722 1 7558140036342906956,Alt ft ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.8325581395348837,1.0,web_data_common$$##$$1146722_1_7558140036342906956$$##$$alt (m),24,web_data_common,1146722_1_7558140036342906956,ALT (m),1146722 1 7558140036342906956,Alt m ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.5665236051502145,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$11599512_1_280388135214354946$$##$$unknown_0,25,web_data_common,11599512_1_280388135214354946,unknown_0,11599512 1 280388135214354946,unknown 0,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.3476190476190477,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$11599512_1_280388135214354946$$##$$nom en anglais,26,web_data_common,11599512_1_280388135214354946,Nom en anglais,11599512 1 280388135214354946,Nome n an g la is,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.2952380952380953,0.0,0.0,0,0.0,0.0,1.0,0.0380952380952381,0.0,web_data_common$$##$$11599512_1_280388135214354946$$##$$endroit,27,web_data_common,11599512_1_280388135214354946,Endroit,11599512 1 280388135214354946,End r o it,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.135678391959799,0.0,0.0,0,0.0,0.0,1.0,0.9899497487437185,0.0,web_data_common$$##$$11599512_1_280388135214354946$$##$$capitale,28,web_data_common,11599512_1_280388135214354946,Capitale,11599512 1 280388135214354946,Capital e,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.004950495049505,0.0,0.0297029702970297,0,0.9653465346534653,0.8663366336633663,0.0,0.12376237623762376,1.0,web_data_common$$##$$11599512_1_280388135214354946$$##$$heure,29,web_data_common,11599512_1_280388135214354946,Heure,11599512 1 280388135214354946,He u re,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,web_data_common$$##$$11688006_0_8123036130090004213$$##$$unknown_0,30,web_data_common,11688006_0_8123036130090004213,unknown_0,11688006 0 8123036130090004213,unknown 0,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.2901554404145077,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$11688006_0_8123036130090004213$$##$$country name:,31,web_data_common,11688006_0_8123036130090004213,Country Name:,11688006 0 8123036130090004213,Country Name ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,1.0,0.9948186528497409,0.0,0.9896373056994818,1.0,web_data_common$$##$$11688006_0_8123036130090004213$$##$$population,32,web_data_common,11688006_0_8123036130090004213,Population,11688006 0 8123036130090004213,Population,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.9948186528497409,1,0.0051813471502590676,0.8756476683937824,0.0,1.0,1.0,web_data_common$$##$$11688006_0_8123036130090004213$$##$$area (sq. km.),33,web_data_common,11688006_0_8123036130090004213,Area (Sq. Km.),11688006 0 8123036130090004213,Area Sq Km ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,1.0,0,0.0,0.031088082901554404,0.0,1.0,1.0,web_data_common$$##$$11688006_0_8123036130090004213$$##$$population density (sq. km.),34,web_data_common,11688006_0_8123036130090004213,Population Density (Sq. Km.),11688006 0 8123036130090004213,Population Density Sq Km ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,1.0,0,0.0,0.8549222797927462,0.0,1.0,1.0,web_data_common$$##$$11688006_0_8123036130090004213$$##$$area (sq. mi.),35,web_data_common,11688006_0_8123036130090004213,Area (Sq. Mi.),11688006 0 8123036130090004213,Area Sq Mi ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,1.0,0,0.0,0.07772020725388601,0.0,1.0,1.0,web_data_common$$##$$11688006_0_8123036130090004213$$##$$population density (sq. mi.),36,web_data_common,11688006_0_8123036130090004213,Population Density (Sq. Mi.),11688006 0 8123036130090004213,Population Density Sq Mi ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.015384615384615385,4.030769230769231,0.0,0.0,0,0.0,0.27692307692307694,0.7230769230769231,1.0,0.27692307692307694,web_data_common$$##$$11833461_1_3811022039809817402$$##$$title,37,web_data_common,11833461_1_3811022039809817402,Title,11833461 1 3811022039809817402,Title,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.2153846153846153,0.0,0.0,0,0.0,0.015384615384615385,0.9846153846153847,0.2153846153846154,0.015384615384615385,web_data_common$$##$$11833461_1_3811022039809817402$$##$$publisher,38,web_data_common,11833461_1_3811022039809817402,Publisher,11833461 1 3811022039809817402,Publisher,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.9846153846153847,1.0,0.0,0.0,0,0.0,0.9846153846153847,0.015384615384615385,0.9538461538461539,0.9846153846153847,web_data_common$$##$$11833461_1_3811022039809817402$$##$$eu release date,39,web_data_common,11833461_1_3811022039809817402,EU Release Date,11833461 1 3811022039809817402,Eu Release Date,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
1.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.9384615384615385,1.0,web_data_common$$##$$11833461_1_3811022039809817402$$##$$au release date,40,web_data_common,11833461_1_3811022039809817402,AU Release Date,11833461 1 3811022039809817402,Au Release Date,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.046153846153846156,1.0,web_data_common$$##$$11833461_1_3811022039809817402$$##$$pegi,41,web_data_common,11833461_1_3811022039809817402,PEGI,11833461 1 3811022039809817402,Peg I,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.03076923076923077,0.0,web_data_common$$##$$11833461_1_3811022039809817402$$##$$acb,42,web_data_common,11833461_1_3811022039809817402,ACB,11833461 1 3811022039809817402,A Cb,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,web_data_common$$##$$12125836_0_1134348206297032434$$##$$dial location,43,web_data_common,12125836_0_1134348206297032434,Dial Location,12125836 0 1134348206297032434,Dial Location,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.566666666666667,0.06666666666666667,0.0,0,0.0,0.1,0.9,1.0,0.1,web_data_common$$##$$12125836_0_1134348206297032434$$##$$call letters,44,web_data_common,12125836_0_1134348206297032434,Call Letters,12125836 0 1134348206297032434,Call Letters,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.5333333333333334,0.0,0.0,0,0.0,0.0,1.0,0.8,0.0,web_data_common$$##$$12125836_0_1134348206297032434$$##$$format,45,web_data_common,12125836_0_1134348206297032434,Format,12125836 0 1134348206297032434,Format,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,6.733333333333333,0.0,0.0,0,0.0,1.0,0.0,0.8333333333333334,1.0,web_data_common$$##$$12125836_0_1134348206297032434$$##$$address,46,web_data_common,12125836_0_1134348206297032434,Address,12125836 0 1134348206297032434,Address,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.033333333333333,0.8333333333333334,0.0,0,0.0,1.0,0.0,0.8,1.0,web_data_common$$##$$12125836_0_1134348206297032434$$##$$telephone,47,web_data_common,12125836_0_1134348206297032434,Telephone,12125836 0 1134348206297032434,Telephone,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,4.5,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$12151277_0_1262954734066545952$$##$$local health boards,48,web_data_common,12151277_0_1262954734066545952,Local Health Boards,12151277 0 1262954734066545952,Local Health Boards,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,3.75,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$12151277_0_1262954734066545952$$##$$hospital name,49,web_data_common,12151277_0_1262954734066545952,Hospital name,12151277 0 1262954734066545952,Hospital name,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.3333333333333335,0.0,0.0,0,0.0,0.0,1.0,0.75,0.0,web_data_common$$##$$12151277_0_1262954734066545952$$##$$link surgeons,50,web_data_common,12151277_0_1262954734066545952,Link Surgeons,12151277 0 1262954734066545952,Link Surgeons,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.267515923566879,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$12183399_0_6725061928072492226$$##$$country,51,web_data_common,12183399_0_6725061928072492226,Country,12183399 0 6725061928072492226,Country,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.993421052631579,0.0,web_data_common$$##$$12183399_0_6725061928072492226$$##$$country code (3-character),52,web_data_common,12183399_0_6725061928072492226,Country Code (3-character),12183399 0 6725061928072492226,Country Code 3 character ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$12183399_0_6725061928072492226$$##$$country code (2-character),53,web_data_common,12183399_0_6725061928072492226,Country Code (2-character),12183399 0 6725061928072492226,Country Code 2 character ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.1870967741935483,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$12183399_0_6725061928072492226$$##$$currency,54,web_data_common,12183399_0_6725061928072492226,Currency,12183399 0 6725061928072492226,Currency,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$12183399_0_6725061928072492226$$##$$currency code,55,web_data_common,12183399_0_6725061928072492226,Currency Code,12183399 0 6725061928072492226,Currency Code,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.125,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$12193237_0_8699643798888088574$$##$$unknown_0,56,web_data_common,12193237_0_8699643798888088574,unknown_0,12193237 0 8699643798888088574,unknown 0,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0606060606060606,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$12193237_0_8699643798888088574$$##$$unknown_1,57,web_data_common,12193237_0_8699643798888088574,unknown_1,12193237 0 8699643798888088574,unknown 1,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.3333333333333335,0.0,0.0,0,0.0,0.0,1.0,0.5757575757575758,0.0,web_data_common$$##$$12193237_0_8699643798888088574$$##$$unknown_2,58,web_data_common,12193237_0_8699643798888088574,unknown_2,12193237 0 8699643798888088574,unknown 2,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.2121212121212122,0.0,0.0,0,0.0,0.0,1.0,0.9090909090909091,0.0,web_data_common$$##$$12193237_0_8699643798888088574$$##$$unknown_3,59,web_data_common,12193237_0_8699643798888088574,unknown_3,12193237 0 8699643798888088574,unknown 3,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.5862068965517242,0.0,0.0,0,0.0,0.034482758620689655,0.9655172413793104,1.0,0.034482758620689655,web_data_common$$##$$12271141_0_8517913935669973086$$##$$company,60,web_data_common,12271141_0_8517913935669973086,Company,12271141 0 8517913935669973086,Company,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$12271141_0_8517913935669973086$$##$$symbol,61,web_data_common,12271141_0_8517913935669973086,Symbol,12271141 0 8517913935669973086,Symbol,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.0,0.0,0.0,0,0.0,0.0,1.0,0.8620689655172413,0.0,web_data_common$$##$$12271141_0_8517913935669973086$$##$$industry,62,web_data_common,12271141_0_8517913935669973086,Industry,12271141 0 8517913935669973086,Industry,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
1.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.6206896551724138,1.0,web_data_common$$##$$12271141_0_8517913935669973086$$##$$date added,63,web_data_common,12271141_0_8517913935669973086,Date Added,12271141 0 8517913935669973086,Date Added,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.875,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$12746760_0_6703465836620308483$$##$$unknown_0,64,web_data_common,12746760_0_6703465836620308483,unknown_0,12746760 0 6703465836620308483,unknown 0,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,1.0,1.0,0.0,1.0,1.0,web_data_common$$##$$12746760_0_6703465836620308483$$##$$funding received under the party leaders allowance for 2005 ?,65,web_data_common,12746760_0_6703465836620308483,Funding received under the Party Leaders Allowance for 2005 ?,12746760 0 6703465836620308483,Funding received under the Party Leaders Allowance for 2005 ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.875,web_data_common$$##$$12746760_0_6703465836620308483$$##$$funding received under the electoral acts for 2005 ?,66,web_data_common,12746760_0_6703465836620308483,Funding received under the Electoral Acts for 2005 ?,12746760 0 6703465836620308483,Funding received under the Electoral Acts for 2005 ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,1.0,1.0,0.0,1.0,1.0,web_data_common$$##$$12746760_0_6703465836620308483$$##$$total exchequer funding for 2005 ?,67,web_data_common,12746760_0_6703465836620308483,Total Exchequer Funding for 2005 ?,12746760 0 6703465836620308483,Total Exchequer Funding for 2005 ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.2857142857142856,0.047619047619047616,0.0,0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,web_data_common$$##$$13357355_0_5384862281417742530$$##$$personaggi principali,68,web_data_common,13357355_0_5384862281417742530,PERSONAGGI PRINCIPALI,13357355 0 5384862281417742530,Person Ag Gi Principal I,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$13357355_0_5384862281417742530$$##$$interpreti,69,web_data_common,13357355_0_5384862281417742530,INTERPRETI,13357355 0 5384862281417742530,Interpret I,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.1,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$13357355_0_5384862281417742530$$##$$doppiatori,70,web_data_common,13357355_0_5384862281417742530,DOPPIATORI,13357355 0 5384862281417742530,Do Pp I At Or I,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.3125,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$13395751_3_369722706637560735$$##$$name of water body,71,web_data_common,13395751_3_369722706637560735,Name of Water Body,13395751 3 369722706637560735,Name of Water Body,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.4375,0.0,0.0,0,0.5625,0.0,0.25,0.8125,0.75,web_data_common$$##$$13395751_3_369722706637560735$$##$$net area (square kilometres),72,web_data_common,13395751_3_369722706637560735,Net Area (square kilometres),13395751 3 369722706637560735,Net Area square kilo met res ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.4375,0.0,0.0,0,0.5625,0.1875,0.0,1.0,1.0,web_data_common$$##$$13395751_3_369722706637560735$$##$$total area (square kilometres),73,web_data_common,13395751_3_369722706637560735,Total Area (square kilometres),13395751 3 369722706637560735,Total Area square kilo met res ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,web_data_common$$##$$13395751_3_369722706637560735$$##$$elevation (metres),74,web_data_common,13395751_3_369722706637560735,Elevation (metres),13395751 3 369722706637560735,Elevation met res ,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.1131059245960504,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$13719111_1_5719401842463579519$$##$$great white pelican,75,web_data_common,13719111_1_5719401842463579519,Great white pelican,13719111 1 5719401842463579519,Great white pelican,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,2.0,0.0,0.0,0,0.0,0.0,1.0,0.9910233393177738,0.0,web_data_common$$##$$13719111_1_5719401842463579519$$##$$pelecanus onocrotalus,76,web_data_common,13719111_1_5719401842463579519,Pelecanus onocrotalus,13719111 1 5719401842463579519,Pele can us on ocr o talus,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,3.41044776119403,0.0018656716417910447,0.0,0,0.0,0.048507462686567165,0.9514925373134329,0.5205223880597015,0.048507462686567165,web_data_common$$##$$13719111_1_5719401842463579519$$##$$qe,77,web_data_common,13719111_1_5719401842463579519,QE,13719111 1 5719401842463579519,Q E,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.3396226415094339,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,web_data_common$$##$$14067031_0_559833072073397908$$##$$oau state,78,web_data_common,14067031_0_559833072073397908,OAU State,14067031 0 559833072073397908,O Au State,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
0.0,1.2156862745098038,0.0,0.0,0,0.0,0.0,1.0,0.35294117647058826,0.0,web_data_common$$##$$14067031_0_559833072073397908$$##$$official language,79,web_data_common,14067031_0_559833072073397908,Official Language,14067031 0 559833072073397908,Official Language,2024-03-13 20:09:46.469945,2024-03-13 20:09:58.876849,0 days 00:00:12.406904
